"region","observations"
"north",15.8777414497207
"north",13.9977102554906
"north",17.4536957591775
"north",14.2845374928788
"north",17.1506687773787
"north",13.6708177912522
"north",15.9150754737799
"north",14.5871559999156
"north",14.9898294550237
"north",14.1032056662744
"north",15.7347880291884
"north",12.3881907586997
"north",15.9039477063711
"north",16.6835772173529
"north",15.4776706721192
"north",14.3702035519604
"north",14.1662228359838
"north",14.398877642776
"north",14.8546507885291
"north",16.5315008152692
"north",13.4979047143643
"north",15.3277406985814
"north",15.825385932744
"north",16.8371912624577
"north",15.1029402944827
"north",14.1925433428109
"north",14.1560104460234
"north",16.2601445013917
"north",15.263859327003
"north",14.3795429637451
"north",14.8119503166041
"north",14.5331963301265
"north",14.0676599009597
"north",15.1917190354077
"north",14.4473445039094
"north",14.7460601502682
"north",13.5885548923614
"north",12.5318032943204
"north",14.3269381154234
"north",14.7454500900342
"north",14.2003980924569
"north",15.7987374429377
"north",14.7268644942027
"north",16.1301518537687
"north",14.8500391730529
"north",15.0171236909692
"north",14.5928766984553
"north",13.3623259834264
"north",16.6716467224582
"north",14.1314196476333
"north",16.6165871851153
"north",15.9959540601493
"north",15.2809834567385
"north",16.6178656935566
"north",15.3884435879784
"north",16.0084559063261
"north",15.3623591612981
"north",16.0214375054189
"north",15.8683472820301
"north",15.7338655747122
"north",14.7430658819989
"north",14.1692016071729
"north",14.9149577568962
"north",14.801196943852
"north",13.8001233521325
"north",15.4413302125825
"north",14.0330689388863
"north",14.6709523187621
"north",16.2434322969859
"north",13.2061772415557
"north",15.2786908524068
"north",13.7942934235575
"north",13.4495730177991
"north",15.3678337701353
"north",14.9191395495099
"north",15.7520636493801
"north",14.300296122688
"north",14.0036614928807
"north",15.0738037322301
"north",14.1538381845906
"north",14.7430709401864
"north",15.9955294724159
"north",14.9400105158043
"north",16.1470401814654
"north",13.376070705053
"north",13.4087907306207
"north",13.6423891847702
"north",15.1968609071624
"north",14.1022420745625
"north",15.2106049744028
"north",16.436082110698
"north",16.3999718658989
"north",15.6089445201189
"north",15.9550931369724
"north",13.1891604220393
"north",14.77949791863
"north",14.8921622011803
"north",14.3778426742649
"north",13.5451540154714
"north",12.5171028215877
"north",15.0213367801434
"north",14.0209657829815
"north",15.1079188642456
"north",15.3402341934059
"north",16.4697811497976
"north",13.5227801950403
"north",15.021466034838
"north",14.8986059677526
"north",15.3547959623567
"north",13.86872104288
"north",14.3363419993519
"north",15.7645577613558
"north",15.6346564657361
"north",16.004658996299
"north",14.2897842641648
"north",16.5016468188186
"north",15.57609485907
"north",14.4048727102146
"north",15.8009976274307
"north",14.6915260314515
"north",14.5254649267859
"north",16.0548803219327
"north",16.1061182707369
"north",14.8578633817004
"north",14.2396465496994
"north",15.192752370227
"north",18.3871995210405
"north",14.0065591615956
"north",16.4056010140224
"north",15.4466329644254
"north",14.9099624752563
"north",15.4046467064865
"north",15.3857849916319
"north",15.3208384693401
"north",14.0936076045857
"north",14.2952859692697
"north",14.1450675708687
"north",14.4060186839793
"north",14.4040460742129
"north",15.0378418321799
"north",13.9365600807317
"north",15.0804451902385
"north",14.5831364937621
"north",14.8300557420944
"north",16.0192006750139
"north",13.6398513593216
"north",14.0378584569466
"north",13.126095013894
"north",15.5252543100179
"north",16.393313276621
"north",15.3644009240658
"north",14.2116925591997
"north",16.3970417810896
"north",14.9751291435529
"north",14.4696690400322
"north",16.6341044055573
"north",14.2488496348435
"north",14.7253163570176
"north",13.3223494820334
"north",15.2471287651348
"north",15.7589104992651
"north",15.9117345204032
"north",15.760652765334
"north",14.8547302934571
"north",16.023855339454
"north",13.4285735319687
"north",16.4603666985573
"north",15.2737992713523
"north",14.7646663425135
"north",14.1536151777427
"north",14.5732664703259
"north",15.4137178520052
"north",15.2494257641285
"north",13.5387612055414
"north",13.9785126704482
"north",15.378409067996
"north",14.2820935416983
"north",15.995100876519
"north",13.5503379645935
"north",15.2791800981337
"north",15.2430924406238
"north",16.2094398069076
"north",14.1341876156142
"north",16.8120697813456
"north",14.0051232716053
"north",14.1181235836765
"north",15.9057769374425
"north",16.1425294718715
"north",15.1969227012394
"north",14.059403275983
"north",16.9668866055329
"north",12.7633271081185
"north",13.4286707593358
"north",15.0394292489897
"north",11.16855087931
"north",15.2115456932329
"north",15.9657297122668
"north",16.0177160823405
"north",15.0798156523868
"north",13.241743914317
"north",14.8230655728051
"north",16.2824052144302
"north",18.0935762259733
"north",14.7619833885252
"north",15.5728245226349
"north",13.2627468913661
"north",14.5234165699554
"north",13.9763054395575
"north",13.5393579289019
"north",14.3643076987232
"north",13.8076649632908
"north",15.1238629054527
"north",15.1271823877258
"north",15.2693127864259
"north",16.7128938494699
"north",14.4532247519543
"north",14.833145331029
"north",15.0173583905097
"north",15.8603796529665
"north",15.388818935682
"north",16.2835787861354
"north",15.7337330110627
"north",15.1405636560322
"north",14.4986183418006
"north",14.3730348151965
"north",13.5208522062785
"north",14.8517788606523
"north",15.1055834851498
"north",12.3247135998052
"north",14.9235450528797
"north",13.8266847288545
"north",15.2222996872633
"north",15.6321613985091
"north",16.1935609556924
"north",14.262486532135
"north",14.9879408873567
"north",12.7228651273655
"north",14.943887690512
"north",13.6884302190872
"north",14.2704668784648
"north",16.1561650349027
"north",15.9142024251996
"north",15.9323910195433
"north",17.1203046980807
"north",15.0108190204407
"north",15.2671466903552
"north",14.6685525311697
"north",15.701825401196
"north",14.1594721529341
"north",15.3543293486659
"north",16.1664288541433
"north",13.0512118452878
"north",16.6879578767404
"north",13.9384642824122
"north",15.71183180542
"north",15.5003077420532
"north",18.053884948881
"north",16.1042431727217
"north",15.3781790994082
"north",14.4695217477384
"north",14.2295674981828
"north",14.165956925605
"north",14.6784560291357
"north",14.7015624319969
"north",14.3277222233485
"north",15.3664094242171
"north",13.8651017263976
"north",13.7488367382511
"north",16.4261950478445
"north",13.7523526842521
"north",14.7140935042353
"north",15.0258822722232
"north",16.5431709685911
"north",14.1622120846421
"north",13.7398810781122
"north",14.4799479933297
"north",13.9224229021805
"north",15.3485291064889
"north",15.3166749588329
"north",13.7368735397929
"north",15.2448627265131
"north",16.1814420453875
"north",14.973050288188
"north",16.0391856976072
"north",15.2701127040727
"north",15.7293726561652
"north",15.9416564627776
"north",14.884117001708
"north",14.4329555362404
"north",14.8149974568483
"north",15.0715558457636
"north",15.8480037545376
"north",15.1209824952987
"north",14.2682352732593
"north",16.9376062832831
"north",14.3165950812723
"north",15.8134029520888
"north",15.9919589931729
"north",15.2576877997975
"north",15.5381822316472
"north",15.3012707410995
"north",17.0239270427671
"north",12.8889664212186
"north",14.0635385374291
"north",14.6680433378264
"north",15.3097708613847
"north",15.9021986156513
"north",15.3034855446863
"north",16.2489378233554
"north",15.9092433617196
"north",13.2708052151739
"north",14.1259330536043
"north",14.2920242448299
"north",14.997022654269
"north",13.6572418673469
"north",14.7163524885219
"north",13.7112785951836
"north",15.0168860123291
"north",14.2887334723875
"north",15.5197253988003
"north",14.4271375029053
"north",18.0374415302234
"north",15.4154955512839
"north",16.31577823112
"north",14.0042478497574
"north",15.6238462678532
"north",14.8543445380471
"north",14.8741221952951
"north",15.8324390443735
"north",15.9527302441005
"north",16.7570623364491
"north",15.5717582750891
"north",16.3093427068066
"north",12.5803712865609
"north",16.315409684175
"north",12.6823736772543
"north",15.9424757907585
"north",16.9558065044576
"north",13.6205085755364
"north",13.7901020469269
"north",16.6513981843059
"north",14.9389765683829
"north",17.1152596212365
"north",14.2707041529092
"north",15.3869957278757
"north",14.7880607736846
"north",13.970984581481
"north",14.455801950066
"north",15.0559743093551
"north",15.8914512669859
"north",17.0012140353889
"north",14.0057934799658
"north",15.2827470866058
"north",15.5894620594323
"north",17.1964096472225
"north",14.4858264921209
"north",14.4034391689303
"north",16.3197619651461
"north",14.9748224857954
"north",13.0336101357879
"north",17.1746375284922
"north",15.2556061805197
"north",14.5442712369323
"north",14.8480116222924
"north",15.3044513509871
"north",14.7480599401025
"north",14.7962818890426
"north",17.1674747355041
"north",16.5067324287751
"north",13.980116467554
"north",15.2191044422905
"north",15.2745941302772
"north",14.905151104461
"north",15.4753254130656
"north",15.1635655053105
"north",14.0060483962173
"north",13.2352881676738
"north",15.3471995611801
"north",15.1059321661689
"north",15.0479209182543
"north",16.5662774835349
"north",15.1569308171124
"north",15.6598545642439
"north",14.3749866827774
"north",15.8870047590079
"north",15.4716854918519
"north",14.2969930198504
"north",14.9928170459878
"north",14.9092249168967
"north",18.7351752255806
"north",12.699819846508
"north",15.0252033907649
"north",15.9554114134455
"north",14.736729000389
"north",15.7436574387533
"north",15.4298623425439
"north",14.1924895413439
"north",15.7700635830075
"north",17.1381118846441
"north",13.2983703256732
"north",14.7069477313138
"north",14.3827091227321
"north",14.5892710218701
"north",16.2640340482088
"north",14.185745363378
"north",14.5798553550238
"north",17.0837983223789
"north",13.6356316167977
"north",16.818808814272
"north",15.1132448259446
"north",16.0407128517037
"north",15.7070615141781
"north",15.7030308503731
"north",15.2677880805089
"north",16.2633179281729
"north",15.0928286102603
"north",14.8258519729848
"north",15.7209179175198
"north",15.0757638395595
"north",13.8640509371652
"north",16.0042674260127
"north",13.4932569308747
"north",14.7774729804325
"north",15.6049645259037
"north",13.6474219257227
"north",15.460707900219
"north",12.9254367246312
"north",15.0000488211324
"north",14.5021348161183
"north",14.8499536474834
"north",15.2804005726703
"north",14.7910968045402
"north",14.6847052015803
"north",15.1818926304775
"north",13.5222179948922
"north",14.543344634591
"north",14.6750104688107
"north",13.4170273028137
"north",14.0287653977618
"north",15.9699175606798
"north",16.073588585707
"north",14.8221542819132
"north",15.0543475393487
"north",15.1518261617391
"north",13.6020564309528
"north",15.3873065975256
"north",15.1199197407341
"north",14.5752841271052
"north",13.7638293874517
"north",16.7368470231858
"north",13.3756419844
"north",13.7209934508237
"north",14.7812909405236
"north",16.2722336025709
"north",14.1493701864361
"north",15.1852923076039
"north",15.1520441840842
"north",17.3063827941029
"north",15.9795282443279
"north",14.238495250347
"north",13.3851351589177
"north",16.1741930041305
"north",14.6181625032174
"north",13.8067757184198
"north",14.7322958149673
"north",15.1331262635824
"north",13.9162457991331
"north",14.0798054959339
"north",17.8595016459189
"north",14.7656345509727
"north",15.1656177630241
"north",16.8686110318336
"north",16.0208012338955
"north",15.0767984000141
"north",15.3966371630969
"north",16.6413066692848
"north",15.85531845555
"north",15.1975583768158
"north",18.9323069688447
"north",16.1801830775605
"north",15.2864858374829
"north",16.5443259334517
"north",14.9270204719688
"north",13.902206225727
"north",15.1941831120418
"north",13.9106677779574
"north",16.3268312785346
"north",14.2075023804874
"north",14.4511974958697
"north",15.0259017985291
"north",14.5606386853358
"north",16.5092357678447
"north",14.2176557593093
"north",13.9775886856876
"north",14.4930166673924
"north",15.7086064352709
"north",16.8236041970893
"north",13.3860708099475
"north",14.1636719219607
"north",13.1589546784061
"north",14.5180492656671
"north",14.9774286787194
"north",12.7844621667709
"north",13.7477137354076
"north",14.3606574291607
"north",14.4544374575453
"north",16.468185750746
"north",14.4844615451423
"north",12.91365830657
"north",14.7115435249273
"north",13.7891849395068
"north",13.649579121322
"north",15.0421193015174
"north",14.5205868126714
"north",16.5161746526813
"north",15.0189972803977
"north",14.3959004582618
"north",16.9878768497169
"north",14.6568926559723
"north",15.3023457862159
"north",16.3587202589317
"north",15.1003331307222
"north",15.830221141332
"north",14.2643366973458
"north",13.5605515945497
"north",15.2765333705313
"north",15.1959365936466
"north",13.8381404432995
"north",15.1646899426593
"north",13.9213872438994
"north",15.4564117315784
"north",14.4909438207663
"north",13.7664789288133
"north",13.479503152703
"north",15.9067747881729
"north",12.740095727226
"north",13.6966527831656
"north",16.5043513630789
"north",15.5444499807474
"north",13.1689558127553
"north",14.1603175891606
"north",14.5188677811802
"north",13.7331778313606
"north",13.9300655886006
"north",14.031086970292
"north",15.7192454080266
"north",13.2853762097234
"north",16.1931595895331
"north",15.2483498438154
"north",13.5838542165128
"north",14.9665170450141
"north",15.8618349340338
"north",15.5065826560137
"north",16.576312623076
"north",15.8548716366335
"north",13.8189549703308
"north",14.1066628492949
"north",13.828144592666
"north",13.403930828973
"north",15.0958754221343
"north",15.5499764971768
"north",16.41051613949
"north",14.5349526202366
"north",14.9930243554919
"north",15.6172741411048
"north",16.3830932348624
"north",16.4827933759843
"north",15.3842636514998
"north",15.5708960658166
"north",18.2192718124503
"north",12.9807735756309
"north",12.7023591840041
"north",15.4617091663456
"north",14.9268507656703
"north",16.8610687919069
"north",15.5397277622563
"north",15.412627518875
"north",14.5343987416818
"north",15.4904108078815
"north",16.0407783295235
"north",15.5057913319539
"north",16.1566257673124
"north",13.8324409835
"north",15.6897174552229
"north",16.831885765782
"north",14.887725575852
"north",16.0902788944536
"north",16.060000591562
"north",15.1694071642982
"north",15.0796789989083
"north",16.2584360111775
"north",14.4914309819428
"north",14.1847969482809
"north",15.890344750484
"north",16.6951514891581
"north",14.2875784432551
"north",14.9645448780079
"north",13.3517526188673
"north",15.73041327129
"north",14.6072585888692
"north",15.465596419629
"north",13.9869437336737
"north",14.6834834066627
"north",15.0201821976356
"north",15.4224836361471
"north",15.5227226288622
"north",16.1670847620607
"north",14.5579859020115
"north",14.5882332920328
"north",15.6650494684901
"north",13.978458514705
"north",14.931742423781
"north",15.3866926715578
"north",14.5117478186888
"north",15.7830808866823
"north",14.4089646859862
"north",15.4014032934572
"north",16.0292074480038
"north",14.5939807776607
"north",14.6527954282165
"north",15.245951709447
"north",15.4049107600539
"north",15.9469965476054
"north",16.4379399101905
"north",15.4358128000632
"north",14.7643916933944
"north",14.9068055190448
"north",16.4789534994693
"north",14.9042957711525
"north",16.3339210826065
"north",13.3722244270541
"north",13.5581347262975
"north",14.4154073872994
"north",14.5481556234102
"north",14.8573960688501
"north",16.8381920496172
"north",15.9586797560652
"north",14.802085643561
"north",13.3201678461807
"north",15.1081305198987
"north",15.8788253890005
"north",14.979865310593
"north",14.2597847802145
"north",14.0498823933575
"north",16.5262136162128
"north",14.3747575854033
"north",15.4659296498793
"north",15.9547784562237
"north",15.5684316724931
"north",14.6113596545274
"north",13.6042251233103
"north",14.7203281331634
"north",14.6918214448792
"north",14.1920659263631
"north",13.7477555452158
"north",13.7513993160727
"north",13.6274050581955
"north",16.373343620024
"north",14.2133995103893
"north",13.7911733613597
"north",15.4505469870662
"north",13.2331847479036
"north",15.337714823568
"north",15.0556828093044
"north",14.1929737599313
"north",15.072680680499
"north",15.1377430751801
"north",14.7339243594269
"north",14.016543588714
"north",15.7689911127021
"north",14.7096876544254
"north",14.9477820939387
"north",14.2527305284048
"north",15.5244117044311
"north",14.3533225069685
"north",13.8895654974612
"north",14.838388039974
"north",13.8067523132845
"north",16.7252194403635
"north",16.9565219511441
"north",12.975551796249
"north",15.4152383107635
"north",16.5698489928117
"north",15.5787527238961
"north",14.6528685212698
"north",15.3380352384531
"north",14.8901768891984
"north",14.4761659607737
"north",13.9530689975918
"north",15.9243978801033
"north",15.1376226268255
"north",14.7936344619442
"north",14.5574590251366
"north",15.1382540338923
"north",13.6966335574211
"north",13.734860608391
"north",14.4232205403966
"north",14.9496451354597
"north",13.3853161927306
"north",14.3862031699444
"north",14.7878242656951
"north",14.431174026614
"north",16.2075055438055
"north",13.8390709238477
"north",15.9059121418803
"north",14.6260720736707
"north",17.1028065534203
"north",15.8228587670574
"north",15.1617353382451
"north",13.7958756945267
"north",15.3340606435897
"north",15.3082276044977
"north",15.3951744358491
"north",14.5621726385662
"north",16.0740796527386
"north",13.4936748323305
"north",15.7390604460926
"north",14.8676363784576
"north",15.5418532015568
"north",14.5800167395807
"north",16.6603633378684
"north",16.3151210554028
"north",14.9670387505714
"north",12.9301154169503
"north",14.1052523087138
"north",14.5625460156262
"north",15.572237882338
"north",15.5635447734427
"north",14.8850453173038
"north",15.5576689260997
"north",13.9413075053519
"north",14.3029306085003
"north",13.9737811263546
"north",15.0843871957018
"north",13.5237772650335
"north",13.980199500227
"north",14.3147415010747
"north",15.1638878137009
"north",16.5281355400396
"north",14.8783644371404
"north",14.2712478053533
"north",15.3729221151561
"north",15.2567786082554
"north",16.1111932134283
"north",15.2550430676298
"north",15.1478476160422
"north",15.0213486544984
"north",14.3746654137572
"north",16.490619022068
"north",15.4211233890824
"north",14.3051724208112
"north",14.3531710763248
"north",15.1224174341529
"north",14.6493243136939
"north",15.18124692153
"north",14.7676036968882
"north",14.5397166685095
"north",15.4208405850271
"north",15.7461616378068
"north",15.4910320316376
"north",14.5195037053329
"north",15.8482484213083
"north",15.8707895688649
"north",14.2705332915245
"north",15.9812912632411
"north",15.0799607477533
"north",16.5235971191581
"north",14.0304560474822
"north",15.2319497236057
"north",15.7583701778638
"north",13.7535656057511
"north",13.7604427981427
"north",16.1126382127107
"north",14.9982094547738
"north",15.0530432263473
"north",13.3203269035817
"north",14.8956085312508
"north",15.166610204304
"north",13.362680340122
"north",14.3804995873452
"north",14.6443337356813
"east",13.9243901822464
"east",26.4464965745568
"east",13.2640440046673
"east",18.9421387550612
"east",23.9123329695713
"east",10.3032738562741
"east",16.0663134909251
"east",21.3019970262418
"east",14.0471237036156
"east",22.0922008844524
"east",18.988572868919
"east",24.8010926483283
"east",16.8596805096666
"east",8.62647033666474
"east",10.6282715806753
"east",16.6666811707821
"east",11.8698821398557
"east",14.5710876898661
"east",12.6960282353355
"east",8.96775076309753
"east",20.3147390575977
"east",19.7250934562091
"east",19.6805936714244
"east",23.2454634804678
"east",2.17710494158941
"east",1.44798565867086
"east",12.9145462974372
"east",13.2623503385168
"east",15.5577220119447
"east",12.7183369096228
"east",11.9457859875351
"east",13.7668300061521
"east",18.1561280090097
"east",20.4313936863356
"east",14.2629432924348
"east",15.3049726975496
"east",23.832414947635
"east",10.0490413303016
"east",29.5005702505313
"east",21.3471433287676
"east",19.3306676760597
"east",12.3818296915611
"east",17.754782905811
"east",14.8238285094019
"east",13.0215664543439
"east",9.33418800247047
"east",18.7791799887226
"east",19.4744456377941
"east",17.8872419776336
"east",9.28260971367141
"east",1.86062257475287
"east",19.904234368367
"east",15.3790218295971
"east",9.01671938760123
"east",2.76748281973879
"east",15.6848185671561
"east",12.5685144831385
"east",13.0299722695497
"east",13.2922748591906
"east",16.9127575471662
"east",21.3628258185264
"east",18.2770445903199
"east",18.0198131776942
"east",15.845498001852
"east",9.67989073734508
"east",25.1451157523404
"east",9.06564800219496
"east",10.1795054350334
"east",17.8971759209077
"east",20.8627951480926
"east",16.281891051388
"east",6.53680492666824
"east",0.857549179402062
"east",9.0877620271961
"east",19.456006983576
"east",22.0876094128693
"east",11.3817750755832
"east",22.9888079061219
"east",21.5043177144165
"east",12.7191702705431
"east",14.4900874089499
"east",12.058895380075
"east",0.102832307541831
"east",23.9235958143265
"east",12.1787176689077
"east",18.8355253852817
"east",14.9905655035131
"east",12.6876121097554
"east",11.4250894720802
"east",19.0674346972382
"east",19.1562585246523
"east",11.952330827077
"east",11.6769874153657
"east",16.5797558288936
"east",9.83879118983971
"east",18.6257047959138
"east",16.2746214560272
"east",8.24039876472708
"east",20.7699277004218
"east",15.2214270214502
"east",6.50452515448794
"east",18.113407597871
"east",14.1931621039776
"east",16.4512481985183
"east",13.8135077935405
"east",22.8202085993273
"east",9.66435582697131
"east",8.2365597045624
"east",12.6455317409292
"east",13.9500466290829
"east",15.5997718512061
"east",16.7761930461589
"east",16.0071074058595
"east",15.4896724489273
"east",10.1861877049153
"east",8.27292335474707
"east",14.7916189415431
"east",23.5524816070913
"east",26.6138587364249
"east",13.6969266295831
"east",7.86597675256285
"east",13.5685523017786
"east",17.4092384356597
"east",17.4667855490978
"east",9.16747786122687
"east",7.14910316758546
"east",17.409937097954
"east",13.5172019172623
"east",16.3570754789703
"east",24.551251344724
"east",17.3798805911409
"east",10.7912717096362
"east",14.0941689265694
"east",25.1618720015419
"east",13.1119662284144
"east",15.0153023888325
"east",22.2542892731614
"east",22.2324888518816
"east",18.328905943338
"east",9.06476096150737
"east",13.5732410217835
"east",10.3895918641341
"east",16.1057090351199
"east",24.4576530611132
"east",12.0909933341645
"east",16.3770915269424
"east",19.7095357160332
"east",18.0592612606739
"east",10.5549619021047
"east",18.6958111853476
"east",20.5237350926883
"east",12.3830921916474
"east",14.5846573739374
"east",20.3555803863863
"east",19.254952079115
"east",15.4629692784384
"east",15.1194250951718
"east",20.5583454430291
"east",14.9584513902827
"east",14.5774654720472
"east",9.61478969087351
"east",20.4256093334589
"east",21.546887094532
"east",9.94658184809311
"east",15.4568284802259
"east",16.5087292481879
"east",17.0440408536813
"east",20.4323382761488
"east",18.0098061494211
"east",11.7703310758632
"east",15.2828170108651
"east",10.9144599188208
"east",10.1402639182035
"east",12.2229122609462
"east",16.3972958196559
"east",6.00137148343981
"east",15.475150382859
"east",10.4002856383126
"east",10.462557911036
"east",12.3558846159592
"east",15.9549280422758
"east",19.7359124551036
"east",23.0352950392215
"east",19.8574972738136
"east",8.71211821936767
"east",7.12317226019331
"east",16.9340647331563
"east",23.9963079450351
"east",9.53343725402906
"east",11.428182554022
"east",12.8076292399119
"east",8.73413215242286
"east",15.4010386257433
"east",12.1880152530052
"east",12.450989313921
"east",25.1040424011684
"east",13.1556852052151
"east",8.93583418700503
"east",10.8318812730144
"east",10.1787242773241
"east",10.5906329306202
"east",21.5056189205499
"east",15.3952089580147
"east",11.5179210423099
"east",15.8631351511365
"east",22.1881333231882
"east",11.8925041902322
"east",13.0732087328017
"east",4.57132725596449
"east",16.6113420933288
"east",19.3088565836552
"east",13.5997574004472
"east",10.9668165756958
"east",24.6479794940751
"east",17.5347564594991
"east",11.1630105141745
"east",4.16991377561766
"east",20.161040913343
"east",18.2022249150813
"east",7.17029643360847
"east",5.66249125490014
"east",22.560305836364
"east",19.9207139665142
"east",18.2414016421884
"east",10.0508409508678
"east",6.78333505294107
"east",10.4491942032657
"east",16.5053533514144
"east",11.9100727728234
"east",6.49367825525628
"east",21.0887606948994
"east",20.9247205159219
"east",18.5050360876455
"east",16.2189779030543
"east",24.2496075289825
"east",17.2430399012239
"east",29.9511357351178
"east",12.7131817986886
"east",22.8905099560986
"east",18.6867833999594
"east",24.9294574001825
"east",11.1112030366686
"east",8.28678781831789
"east",15.3146767521244
"east",16.0212839398419
"east",13.4826149642433
"east",12.4716503101679
"east",16.5818209652293
"east",12.9681065202129
"east",12.9112215124774
"east",12.0284387051931
"east",10.7137934806
"east",6.22114187676647
"east",8.96719294337666
"east",7.50886745126952
"east",19.7827603715446
"east",11.547489437852
"east",20.6893452887233
"east",18.7272660500761
"east",21.8220110931304
"east",17.5931871904937
"east",14.4253922586631
"east",18.9944590031889
"east",19.1201957678798
"east",18.0718377967946
"east",20.8876356108889
"east",15.0889275031765
"east",14.2586007088842
"east",9.06446607254783
"east",18.5513613844874
"east",17.2663069052742
"east",12.1037871203146
"east",17.8832418194754
"east",15.5658077992096
"east",12.2340170379423
"east",8.08262392825502
"east",17.6357846152681
"east",17.0599180322702
"east",22.019360677159
"east",17.9103506469352
"east",18.2826349526249
"east",18.1177722758993
"east",15.7554115877691
